time,latitude,longitude,depth,mag,magType,rms,net,id,updated,Date,place,Type,status,locationSource,magSource,Day
2024-04-05T18:57:24.832Z,-11.0088,161.4377,10,4.7,mb,0.5,us,us7000ma9y,2024-04-05T19:45:02.040Z,2024-04-05,"80 km SW of Kirakira, Solomon Islands",earthquake,reviewed,us,us,5
2024-04-05T18:49:23.111Z,23.901,121.9681,15.008,4.6,mwr,0.58,us,us7000ma9w,2024-04-06T02:26:55.819Z,2024-04-06,"37 km ESE of Hualien City, Taiwan",earthquake,reviewed,us,us,6
2024-04-05T18:45:42.940Z,33.267,-116.435,5,2.64,ml,0.18,ci,ci40706152,2024-04-06T00:17:59.566Z,2024-04-06,"6 km WNW of Borrego Springs, CA",earthquake,reviewed,ci,ci,6
2024-04-05T17:25:21.742Z,-7.5361,127.8178,152.574,4.2,mb,0.85,us,us7000ma93,2024-04-05T19:36:39.040Z,2024-04-05,"141 km NE of Lospalos, Timor Leste",earthquake,reviewed,us,us,5
2024-04-05T16:13:20.289Z,0.4631,98.5221,56.755,4.8,mb,0.87,us,us7000ma7n,2024-04-05T16:54:46.040Z,2024-04-05,"80 km E of Teluk Dalam, Indonesia",earthquake,reviewed,us,us,5
2024-04-05T15:00:38.592Z,24.2445,121.7856,17.101,4.9,mb,0.61,us,us7000ma78,2024-04-05T15:37:02.040Z,2024-04-05,"34 km NNE of Hualien City, Taiwan",earthquake,reviewed,us,us,5
2024-04-05T14:29:58.521Z,40.6919,-74.7403,5,2.6,ml,0.35,us,us7000maaw,2024-04-07T09:09:06.825Z,2024-04-07,"7 km WSW of Gladstone, New Jersey",earthquake,reviewed,us,us,7
2024-04-05T14:23:20.309Z,40.689,-74.754,4.7,4.8,mwr,0.66,us,us7000ma74,2024-04-08T01:26:41.626Z,2024-04-08,"2024 Whitehouse Station, New Jersey Earthquake",earthquake,reviewed,us,us,8
2024-04-05T13:34:39.005Z,-19.2608,-177.4214,569.644,4.5,mb,0.75,us,us7000ma5f,2024-04-05T16:27:55.040Z,2024-04-05,Fiji region,earthquake,reviewed,us,us,5
2024-04-05T12:45:31.606Z,26.5566,97.0128,10,5.8,mb,0.81,us,us7000ma59,2024-04-06T12:49:54.771Z,2024-04-06,"43 km NNE of Sarupathar, India",earthquake,reviewed,us,us,6
2024-04-05T11:03:16.444Z,19.1049,145.3881,222,6.8,mww,0.8,us,us7000ma2w,2024-04-07T11:13:23.661Z,2024-04-07,"Maug Islands region, Northern Mariana Islands",earthquake,reviewed,us,us,7
2024-04-05T10:46:46.100Z,40.0401667,-121.2998333,5.76,2.85,md,0.2,nc,nc74029686,2024-04-06T05:45:46.452Z,2024-04-06,"6 km NW of Belden, CA",earthquake,reviewed,nc,nc,6
2024-04-05T10:26:15.900Z,40.0411667,-121.2961667,5.3,2.58,md,0.27,nc,nc74029671,2024-04-05T22:39:39.180Z,2024-04-05,"5 km NW of Belden, CA",earthquake,reviewed,nc,nc,5
2024-04-05T09:04:56.187Z,23.9836,121.6645,20.287,4.3,mwr,0.78,us,us7000ma2d,2024-04-05T10:00:05.040Z,2024-04-05,"6 km E of Hualien City, Taiwan",earthquake,reviewed,us,us,5
2024-04-05T09:01:54.573Z,15.4411,-93.4495,65.837,5,mww,0.78,us,us7000ma26,2024-04-05T09:20:31.040Z,2024-04-05,"26 km WSW of El Palmarcito, Mexico",earthquake,reviewed,us,us,5
2024-04-05T09:01:37.496Z,31.327,49.5903,10,4.4,mb,0.54,us,us7000ma2f,2024-04-05T09:36:59.040Z,2024-04-05,"5 km NNW of RÄmhormoz, Iran",earthquake,reviewed,us,us,5
2024-04-05T08:54:08.874Z,31.061,49.4518,10,4.4,mb,0.74,us,us7000ma25,2024-04-05T12:17:12.040Z,2024-04-05,"19 km NNE of RÄmshÄ«r, Iran",earthquake,reviewed,us,us,5
2024-04-05T08:45:53.968Z,31.0111,49.39,10,4.6,mb,1.01,us,us7000ma24,2024-04-05T09:10:32.040Z,2024-04-05,"13 km N of RÄmshÄ«r, Iran",earthquake,reviewed,us,us,5
2024-04-05T07:47:15.184Z,56.4314,-153.5289,1.7,2.5,ml,0.91,ak,ak0244ew1igp,2024-04-06T05:28:11.040Z,2024-04-06,"69 km SE of Akhiok, Alaska",earthquake,reviewed,ak,ak,6
2024-04-05T07:39:15.030Z,18.5735,-67.552,9.19,3.07,md,0.23,pr,pr71444668,2024-04-05T07:58:10.820Z,2024-04-05,"41 km NW of RincÃ³n, Puerto Rico",earthquake,reviewed,pr,pr,5
2024-04-05T06:12:47.459Z,23.8085,121.5836,10.206,4.7,mwr,0.64,us,us7000ma1q,2024-04-05T06:31:46.040Z,2024-04-05,"18 km S of Hualien City, Taiwan",earthquake,reviewed,us,us,5
2024-04-05T05:05:38.350Z,27.9956,54.3021,10,4.2,mb,0.71,us,us7000ma1n,2024-04-05T06:18:17.040Z,2024-04-05,"39 km NNE of GerÄsh, Iran",earthquake,reviewed,us,us,5
2024-04-05T04:50:50.493Z,24.0725,121.7087,15.923,5.1,mww,0.69,us,us7000ma1f,2024-04-05T07:22:10.765Z,2024-04-05,"14 km NE of Hualien City, Taiwan",earthquake,reviewed,us,us,5
2024-04-05T04:40:52.407Z,24.1266,121.7737,10,4.6,mb,0.65,us,us7000ma1e,2024-04-05T05:14:47.040Z,2024-04-05,"23 km NE of Hualien City, Taiwan",earthquake,reviewed,us,us,5
2024-04-05T04:04:54.542Z,-22.5799,-66.1873,269.921,4.1,mb,0.87,us,us7000ma1b,2024-04-05T04:39:51.040Z,2024-04-05,"52 km WNW of Abra Pampa, Argentina",earthquake,reviewed,us,us,5
2024-04-05T03:31:24.855Z,-22.5471,-68.8821,114.005,4.2,mb,0.48,us,us7000ma1a,2024-04-05T04:07:27.040Z,2024-04-05,"10 km SSE of Calama, Chile",earthquake,reviewed,us,us,5
2024-04-05T02:47:14.098Z,56.5765,-156.4732,76.3,2.5,ml,0.3,ak,ak0244et2acx,2024-04-05T02:54:47.040Z,2024-04-05,"118 km SSE of Ugashik, Alaska",earthquake,automatic,ak,ak,5
2024-04-05T02:30:02.445Z,14.9164,-44.9767,10,5,mb,0.64,us,us7000ma0r,2024-04-05T02:49:51.040Z,2024-04-05,northern Mid-Atlantic Ridge,earthquake,reviewed,us,us,5
2024-04-05T02:03:34.380Z,40.0371667,-121.298,5.55,2.72,md,0.22,nc,nc74029566,2024-04-06T23:29:04.480Z,2024-04-06,"5 km NW of Belden, CA",earthquake,reviewed,nc,nc,6
2024-04-05T01:44:14.335Z,14.8894,-44.9783,10,4.9,mb,0.56,us,us7000ma0h,2024-04-05T02:06:46.040Z,2024-04-05,northern Mid-Atlantic Ridge,earthquake,reviewed,us,us,5
2024-04-05T01:34:49.830Z,40.04,-121.3006667,7.76,4.42,mw,0.17,nc,nc71133194,2024-04-07T22:53:14.316Z,2024-04-07,"6 km NW of Belden, CA",earthquake,reviewed,nc,nc,7
2024-04-05T01:34:25.410Z,40.0331667,-121.3163333,5.38,4.08,mw,0.33,nc,nc74029551,2024-04-07T02:02:37.081Z,2024-04-07,"6 km WNW of Belden, CA",earthquake,reviewed,nc,nc,7
2024-04-05T00:33:22.861Z,58.633,-153.6316,74.6,2.5,ml,0.28,ak,ak0244ersfsu,2024-04-05T00:34:44.218Z,2024-04-05,"76 km NW of Aleneva, Alaska",earthquake,automatic,ak,ak,5
2024-04-05T00:31:18.190Z,17.95516667,-66.95916667,6.69,3.06,md,0.11,pr,pr71444628,2024-04-05T01:03:47.704Z,2024-04-05,"5 km WSW of Guánica, Puerto Rico",earthquake,reviewed,pr,pr,5
2024-04-05T00:27:07.040Z,19.8876,-64.4555,63,3.66,md,0.18,pr,pr2024096000,2024-04-05T00:55:30.560Z,2024-04-05,"175 km NNE of Cruz Bay, U.S. Virgin Islands",earthquake,reviewed,pr,pr,5
2024-04-04T23:46:41.269Z,7.9214,-38.1466,10,5.1,mb,0.66,us,us7000m9zx,2024-04-05T00:08:57.040Z,2024-04-05,central Mid-Atlantic Ridge,earthquake,reviewed,us,us,5
2024-04-04T23:43:54.440Z,7.8883,-38.1232,10,5,mb,0.78,us,us7000m9zu,2024-04-05T00:05:58.040Z,2024-04-05,central Mid-Atlantic Ridge,earthquake,reviewed,us,us,5
2024-04-04T23:37:29.864Z,7.9378,-38.1518,10,5.2,mww,0.97,us,us7000m9zr,2024-04-05T00:01:38.040Z,2024-04-05,central Mid-Atlantic Ridge,earthquake,reviewed,us,us,5
2024-04-04T23:18:24.751Z,8.0644,-38.2188,10,5,mb,0.54,us,us7000m9zn,2024-04-04T23:48:43.040Z,2024-04-04,central Mid-Atlantic Ridge,earthquake,reviewed,us,us,4
2024-04-04T23:16:56.700Z,7.9724,-38.0892,10,5,mb,0.85,us,us7000m9zm,2024-04-04T23:43:01.040Z,2024-04-04,central Mid-Atlantic Ridge,earthquake,reviewed,us,us,4
2024-04-04T20:48:03.534Z,64.4967,-146.9167,8.9,2.5,ml,0.77,ak,ak0244dg8xmz,2024-04-05T12:47:17.040Z,2024-04-05,"3 km SSW of Salcha, Alaska",earthquake,reviewed,ak,ak,5
2024-04-04T20:31:49.135Z,41.9425,142.4691,62.988,5,mww,0.71,us,us7000m9z0,2024-04-05T14:11:00.637Z,2024-04-05,"35 km SW of Urakawa, Japan",earthquake,reviewed,us,us,5
2024-04-04T19:59:06.180Z,53.356,-167.3126,87.108,3.6,ml,0.24,us,us7000m9yu,2024-04-05T12:41:36.033Z,2024-04-05,"77 km SW of Unalaska, Alaska",earthquake,reviewed,us,us,5
2024-04-04T19:57:02.979Z,53.4389,-167.3555,89.776,4.4,mb,0.53,us,us7000m9yq,2024-04-05T01:21:43.897Z,2024-04-05,"72 km SW of Unalaska, Alaska",earthquake,reviewed,us,us,5
2024-04-04T19:29:07.718Z,21.0849,145.6787,35,4.9,mb,0.52,us,us7000m9yk,2024-04-04T19:52:28.040Z,2024-04-04,Mariana Islands region,earthquake,reviewed,us,us,4
2024-04-04T18:42:36.877Z,24.2815,121.9331,21.022,4.5,mb,0.32,us,us7000m9yf,2024-04-04T19:31:13.040Z,2024-04-04,"47 km NE of Hualien City, Taiwan",earthquake,reviewed,us,us,4
2024-04-04T18:35:02.089Z,24.1565,121.6902,36.662,4.9,mww,0.75,us,us7000m9yb,2024-04-05T02:28:27.575Z,2024-04-05,"21 km NNE of Hualien City, Taiwan",earthquake,reviewed,us,us,5
2024-04-04T18:29:27.849Z,1.5168,126.4129,54.481,4.7,mb,0.87,us,us7000m9y8,2024-04-04T18:50:49.040Z,2024-04-04,"134 km NW of Ternate, Indonesia",earthquake,reviewed,us,us,4
2024-04-04T17:24:51.224Z,24.2376,121.7473,20.755,4.4,mwr,0.46,us,us7000m9xz,2024-04-04T19:12:40.207Z,2024-04-04,"32 km NNE of Hualien City, Taiwan",earthquake,reviewed,us,us,4
2024-04-04T16:04:31.201Z,33.1567,76.8274,21.335,5.2,mww,0.82,us,us7000m9w5,2024-04-05T12:01:09.726Z,2024-04-05,"34 km S of Padam, India",earthquake,reviewed,us,us,5
2024-04-04T14:30:06.269Z,24.2289,121.7875,17.582,4.9,mb,0.82,us,us7000m9vn,2024-04-04T19:13:03.040Z,2024-04-04,"33 km NNE of Hualien City, Taiwan",earthquake,reviewed,us,us,4
2024-04-04T14:20:27.773Z,36.1683,-33.9707,10,5,mb,0.7,us,us7000m9vm,2024-04-04T14:39:53.040Z,2024-04-04,Azores Islands region,earthquake,reviewed,us,us,4
2024-04-04T13:45:26.820Z,18.8526,-68.2941,27,3.85,md,0.78,pr,pr2024095000,2024-04-04T16:31:15.040Z,2024-04-04,"32 km NNE of Punta Cana, Dominican Republic",earthquake,reviewed,pr,pr,4
2024-04-04T12:53:30.386Z,-20.1432,-176.8543,360.54,4.5,mb,0.45,us,us7000m9v5,2024-04-04T13:17:29.040Z,2024-04-04,"197 km NW of Houma, Tonga",earthquake,reviewed,us,us,4
2024-04-04T12:19:17.620Z,40.377,-125.1441667,10,2.56,md,0.37,nc,nc74029161,2024-04-04T21:44:44.427Z,2024-04-04,"73 km W of Petrolia, CA",earthquake,reviewed,nc,nc,4
2024-04-04T11:42:08.441Z,-15.9825,167.8694,180.098,4.5,mb,0.36,us,us7000m9v2,2024-04-04T14:18:18.040Z,2024-04-04,"50 km ENE of Lakatoro, Vanuatu",earthquake,reviewed,us,us,4
2024-04-04T11:21:56.510Z,37.399,-118.635,10.85,2.66,md,0.06,nc,nc74029126,2024-04-07T00:22:40.500Z,2024-04-07,"4 km WSW of Round Valley, CA",earthquake,reviewed,nc,nc,7
2024-04-04T08:44:09.698Z,-9.0561,124.0282,98.272,4.3,mb,1.21,us,us7000m9ul,2024-04-05T04:35:06.040Z,2024-04-05,"42 km WNW of Pante Makasar, Timor Leste",earthquake,reviewed,us,us,5
2024-04-04T07:38:05.254Z,12.8883,-88.8859,56.143,5.1,mww,0.81,us,us7000m9u3,2024-04-04T11:41:36.532Z,2024-04-04,"56 km SW of Puerto El Triunfo, El Salvador",earthquake,reviewed,us,us,4
2024-04-04T06:50:49.490Z,38.8111649,-122.8213348,1.92,2.98,md,0.12,nc,nc74028971,2024-04-06T18:51:19.002Z,2024-04-06,"7 km NW of The Geysers, CA",earthquake,automatic,nc,nc,6
2024-04-04T06:39:52.592Z,0.0671,123.3522,148.047,4.9,mb,0.86,us,us7000m9tu,2024-04-04T06:57:12.040Z,2024-04-04,"61 km SSE of Gorontalo, Indonesia",earthquake,reviewed,us,us,4
2024-04-04T06:27:26.004Z,58.1462,-151.6335,26.6,3.4,ml,0.57,ak,ak0244d7seta,2024-04-04T15:22:08.241Z,2024-04-04,"56 km ENE of Ouzinkie, Alaska",earthquake,reviewed,ak,ak,4
2024-04-04T06:03:04.850Z,19.2535,-67.70066667,19.42,3.21,md,0.22,pr,pr71444568,2024-04-04T06:25:09.420Z,2024-04-04,"104 km NE of Punta Cana, Dominican Republic",earthquake,reviewed,pr,pr,4
2024-04-04T05:16:56.677Z,24.1695,121.753,27.624,4.4,mb,0.53,us,us7000m9tk,2024-04-04T05:41:15.040Z,2024-04-04,"26 km NE of Hualien City, Taiwan",earthquake,reviewed,us,us,4
2024-04-04T05:00:30.724Z,24.2058,121.7805,27.542,4.5,mwr,0.58,us,us7000m9tg,2024-04-04T05:21:51.040Z,2024-04-04,"31 km NE of Hualien City, Taiwan",earthquake,reviewed,us,us,4
2024-04-04T04:16:07.624Z,70.428,-135.3144,49.7,2.5,ml,1.02,ak,ak0244d6j7yd,2024-04-04T16:02:06.347Z,2024-04-04,"238 km NNW of Inuvik, Canada",earthquake,reviewed,ak,ak,4
2024-04-04T03:16:31.452Z,37.7196,141.924,40.061,6.1,mww,0.9,us,us7000m9sq,2024-04-05T14:06:05.311Z,2024-04-05,"83 km E of Minami-SÅma, Japan",earthquake,reviewed,us,us,5
2024-04-04T03:14:29.253Z,23.9883,121.6925,36.932,4.5,mb,0.52,us,us7000m9t2,2024-04-04T19:16:30.040Z,2024-04-04,"9 km E of Hualien City, Taiwan",earthquake,reviewed,us,us,4
2024-04-04T02:15:51.795Z,35.6483,139.6828,96.406,4.4,mb,1.1,us,us7000m9sk,2024-04-04T13:00:07.900Z,2024-04-04,"2 km S of MotoyoyogichÅ, Japan",earthquake,reviewed,us,us,4
2024-04-04T02:10:04.470Z,17.98783333,-66.82866667,18.01,2.48,md,0.11,pr,pr71444563,2024-04-04T02:19:58.090Z,2024-04-04,"1 km SW of Indios, Puerto Rico",earthquake,reviewed,pr,pr,4
2024-04-04T02:02:54.543Z,24.2544,121.8265,11.856,4.6,mb,0.65,us,us7000m9si,2024-04-04T19:19:01.040Z,2024-04-04,"38 km NE of Hualien City, Taiwan",earthquake,reviewed,us,us,4
2024-04-04T01:38:32.820Z,31.654,-104.411,6.0999,2.6,ml,0.2,tx,tx2024gpwo,2024-04-04T09:31:55.720Z,2024-04-04,"57 km S of Whites City, New Mexico",earthquake,reviewed,tx,tx,4
2024-04-04T01:33:20.210Z,35.666,-97.38816667,7,2.64,ml,0.13,ok,ok2024gpwj,2024-04-05T21:03:52.306Z,2024-04-05,"5 km W of Arcadia, Oklahoma",earthquake,reviewed,ok,ok,5
2024-04-04T01:29:08.260Z,23.7721,121.5464,13.797,4.6,mb,0.75,us,us7000m9sb,2024-04-04T19:20:51.040Z,2024-04-04,"23 km SSW of Hualien City, Taiwan",earthquake,reviewed,us,us,4
2024-04-04T01:08:52.808Z,58.2706,-153.1056,35.3,2.8,ml,0.45,ak,ak0244d4p8bk,2024-04-04T02:31:15.040Z,2024-04-04,"26 km NNW of Aleneva, Alaska",earthquake,automatic,ak,ak,4
2024-04-04T00:39:38.112Z,38.4951,90.9583,10,5.3,mb,0.84,us,us7000m9rx,2024-04-04T00:50:13.040Z,2024-04-04,"197 km ESE of Bingtuan Sanshiliu Tuan, China",earthquake,reviewed,us,us,4
2024-04-04T00:28:15.226Z,-24.4482,-69.54,79.972,5.1,mb,1.16,us,us7000m9rr,2024-04-04T00:49:15.025Z,2024-04-04,"123 km SE of Antofagasta, Chile",earthquake,reviewed,us,us,4
2024-04-04T00:19:51.385Z,-32.9961,-178.2496,10,5.1,mb,1.13,us,us7000m9rq,2024-04-04T01:07:48.040Z,2024-04-04,south of the Kermadec Islands,earthquake,reviewed,us,us,4
2024-04-03T23:06:55.341Z,14.0052,-90.2221,132.429,4.5,mb,0.76,us,us7000m9rf,2024-04-04T00:16:51.040Z,2024-04-04,"3 km NNW of Pasaco, Guatemala",earthquake,reviewed,us,us,4
2024-04-03T22:57:52.788Z,-11.6439,166.445,144.616,4.5,mb,0.47,us,us7000m9re,2024-04-04T00:23:09.040Z,2024-04-04,"123 km SE of Lata, Solomon Islands",earthquake,reviewed,us,us,4
2024-04-03T22:46:35.681Z,23.9512,121.7035,43.784,4.3,mb,0.81,us,us7000m9r8,2024-04-03T23:13:54.040Z,2024-04-03,"10 km ESE of Hualien City, Taiwan",earthquake,reviewed,us,us,3
2024-04-03T22:41:50.371Z,44.2831,148.4468,35,4.9,mb,0.74,us,us7000m9r6,2024-04-03T23:19:37.040Z,2024-04-03,"114 km SSE of Kurilâ€™sk, Russia",earthquake,reviewed,us,us,3
2024-04-03T21:56:11.907Z,24.1636,121.713,17.225,4.8,mb,0.77,us,us7000m9r0,2024-04-04T19:22:41.040Z,2024-04-04,"23 km NNE of Hualien City, Taiwan",earthquake,reviewed,us,us,4
2024-04-03T20:29:19.158Z,24.277,121.8216,16.685,4.5,mb,0.72,us,us7000m9qk,2024-04-04T19:25:08.040Z,2024-04-04,"39 km NNE of Hualien City, Taiwan",earthquake,reviewed,us,us,4
2024-04-03T19:58:15.330Z,35.8574,25.832,85.265,4,mb,0.94,us,us7000m9qe,2024-04-03T20:44:26.040Z,2024-04-03,"65 km SSE of Emporeío, Greece",earthquake,reviewed,us,us,3
2024-04-03T19:46:52.903Z,23.7586,121.7988,21.35,4.5,mwr,0.7,us,us7000m9qc,2024-04-03T20:29:55.040Z,2024-04-03,"31 km SE of Hualien City, Taiwan",earthquake,reviewed,us,us,3
2024-04-03T19:07:25.307Z,23.9044,121.7331,34.515,4.3,mb,0.75,us,us7000m9q8,2024-04-03T19:51:19.040Z,2024-04-03,"15 km ESE of Hualien City, Taiwan",earthquake,reviewed,us,us,3
2024-04-03T18:29:47.836Z,23.7841,121.788,19.784,4.9,mww,0.61,us,us7000m9q2,2024-04-03T19:34:13.040Z,2024-04-03,"28 km SE of Hualien City, Taiwan",earthquake,reviewed,us,us,3
2024-04-03T18:09:31.035Z,41.8699,141.5461,111.896,4.5,mb,0.76,us,us7000m9ps,2024-04-03T19:32:23.040Z,2024-04-03,"62 km ESE of Shikabe, Japan",earthquake,reviewed,us,us,3
2024-04-03T17:39:11.773Z,23.8625,121.6255,22.022,4.2,mwr,0.72,us,us7000m9pl,2024-04-03T18:19:05.040Z,2024-04-03,"12 km S of Hualien City, Taiwan",earthquake,reviewed,us,us,3
2024-04-03T17:18:58.967Z,24.0439,121.785,30.498,4.1,mwr,0.9,us,us7000m9ph,2024-04-03T17:41:00.040Z,2024-04-03,"19 km ENE of Hualien City, Taiwan",earthquake,reviewed,us,us,3
2024-04-03T15:55:12.982Z,24.1766,121.702,22.262,4.8,mb,1.39,us,us7000m9mh,2024-04-03T23:52:49.091Z,2024-04-03,"24 km NNE of Hualien City, Taiwan",earthquake,reviewed,us,us,3
2024-04-03T15:54:39.209Z,24.164,121.6594,24.788,4.6,mb,0.67,us,us7000m9mn,2024-04-03T16:45:28.040Z,2024-04-03,"21 km NNE of Hualien City, Taiwan",earthquake,reviewed,us,us,3
2024-04-03T15:52:50.530Z,18.97066667,-68.34533333,19.24,2.93,md,0.19,pr,pr71444518,2024-04-03T16:27:43.700Z,2024-04-03,"43 km N of Punta Cana, Dominican Republic",earthquake,reviewed,pr,pr,3
2024-04-03T15:42:36.076Z,24.1508,121.7036,20.264,4.5,mwr,0.83,us,us7000m9m8,2024-04-03T16:14:40.040Z,2024-04-03,"21 km NNE of Hualien City, Taiwan",earthquake,reviewed,us,us,3
2024-04-03T15:39:09.425Z,24.1334,121.6798,21.084,4.5,mwr,0.74,us,us7000m9m4,2024-04-03T16:08:23.040Z,2024-04-03,"18 km NNE of Hualien City, Taiwan",earthquake,reviewed,us,us,3
2024-04-03T15:32:28.070Z,35.66483333,-97.4005,6.45,2.54,ml,0.16,ok,ok2024gpco,2024-04-04T23:49:02.040Z,2024-04-04,"6 km W of Arcadia, Oklahoma",earthquake,reviewed,ok,ok,4
2024-04-03T14:49:16.055Z,24.1534,121.8328,28.348,4.3,mwr,0.83,us,us7000m9m0,2024-04-03T17:30:47.426Z,2024-04-03,"30 km NE of Hualien City, Taiwan",earthquake,reviewed,us,us,3
2024-04-03T13:51:56.639Z,-36.9623,-72.8961,36.072,5.2,mww,1.47,us,us7000m9lk,2024-04-04T03:34:40.103Z,2024-04-04,"12 km ESE of Chiguayante, Chile",earthquake,reviewed,us,us,4
2024-04-03T13:38:33.030Z,38.7859993,-122.7613297,2.55,2.77,md,0.09,nc,nc74028476,2024-04-03T18:10:07.178Z,2024-04-03,"1 km NNW of The Geysers, CA",earthquake,automatic,nc,nc,3
2024-04-03T11:35:05.695Z,55.9659,-154.9939,43.3,3.3,ml,1.05,ak,ak0244bn9wkp,2024-04-03T12:15:53.040Z,2024-04-03,"120 km SSW of Akhiok, Alaska",earthquake,automatic,ak,ak,3
2024-04-03T11:25:31.880Z,-14.3702,167.7135,171.558,4.5,mb,0.75,us,us7000m9l4,2024-04-03T11:42:38.040Z,2024-04-03,"57 km SSE of Sola, Vanuatu",earthquake,reviewed,us,us,3
2024-04-03T10:56:37.543Z,23.9732,121.7136,37.475,4.1,mwr,0.5,us,us7000m9kz,2024-04-03T16:12:33.608Z,2024-04-03,"11 km E of Hualien City, Taiwan",earthquake,reviewed,us,us,3
2024-04-03T10:40:45.288Z,43.0062,18.701,21.355,4.4,mwr,0.75,us,us7000m9ky,2024-04-03T21:39:33.141Z,2024-04-03,"19 km SW of PluÅ¾ine, Montenegro",earthquake,reviewed,us,us,3
2024-04-03T10:18:10.170Z,32.4063333,-115.2343333,12.32,2.65,ml,0.32,ci,ci40704344,2024-04-03T17:06:41.083Z,2024-04-03,"7 km NW of Delta, B.C., MX",earthquake,reviewed,ci,ci,3
2024-04-03T10:00:15.710Z,38.7546654,-122.7289963,1.95,2.64,md,0.11,nc,nc74028366,2024-04-03T10:03:13.180Z,2024-04-03,"4 km SE of The Geysers, CA",earthquake,automatic,nc,nc,3
2024-04-03T09:02:16.593Z,-5.8957,112.3223,10,4.9,mb,0.87,us,us7000m9ke,2024-04-03T17:21:36.819Z,2024-04-03,"108 km N of Paciran, Indonesia",earthquake,reviewed,us,us,3
2024-04-03T08:56:29.306Z,24.02,121.6433,18.736,4.7,mb,0.64,us,us7000m9kk,2024-04-03T19:51:25.040Z,2024-04-03,"6 km NE of Hualien City, Taiwan",earthquake,reviewed,us,us,3
2024-04-03T08:38:01.209Z,23.7149,121.5453,21.729,4.9,mb,0.91,us,us7000m9ka,2024-04-03T19:54:15.040Z,2024-04-03,"29 km SSW of Hualien City, Taiwan",earthquake,reviewed,us,us,3
